Title,Company,Job Type,Location,Link
Audit Officer - Remotely,US. FAAF -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/US. FAAF-Bahrain-121132
Lead Generator,agco properties -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/agco properties-Egypt-125540
Mechanical Site Engineer,ASC for Construction and Engineering -,Full TimeOn-site,"Badr City, Beheira, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Architectural-and-Structural-Center-Egypt-34997
Data Analyst,Extend for IT solutions -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-115774
Video Editor,Confidential -,Part TimeRemote,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/86XMcx26dDv6-Video-Editor-Cairo-Egypt
Operations Manager,Maalem-Group -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Maalem-Group-Egypt-20404
Service Advisor,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zFcre6hDQX64-Service-Advisor-Giza-Egypt
Project Coordinator,EasyKash -,Full TimeHybrid,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/PayME-Egypt-16658
Real Estate Agent,The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Sales Representative,Beverlyhills -,Full TimeOn-site,"Shorouk City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/bevelyhills-Egypt-35451
Senior Accountant - English Accounting,Travco Asset Management & Rental  -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Travco-Group-Internationl-Holding-Egypt-18837
Senior Accountant - English Accounting,Travco Asset Management & Rental  -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Travco-Group-Internationl-Holding-Egypt-18837
Electrical Technical Office Engineer,Protection -,Full TimeHybrid,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Protection-Egypt-24691
Frontend Team Lead,Confidential -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Dzz4g7XbVgBC-Frontend-Team-Lead-Alexandria-Egypt
Production Pharmacist - Secondary Packaging Expert,Minapharm Pharmaceuticals -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Minapharm-Pharmaceuticals-Egypt-20620
Purchasing Section Head (Engineer),Uniboard  -,Full TimeOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Uniboard-Egypt-25963
Accounting Manager,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ueMvARfaK0MC-Accounting-Manager-Cairo-Egypt
QualityAsurance Lead / Test Lead,Confidential -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xHHvd6peDWcb-QualityAsurance-Lead-Test-Lead-Alexandria-Egypt
Graphic Designer & Video editor,الابواب -,Full TimeOn-site,"Sidi Bishr, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/الابواب-Saudi Arabia-123665
Electrical Design Engineer,Total Air -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Total-Air-Egypt-118608
Account Executive,Media Republic -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Media-Republic-Egypt-1406
Senior Media Buyer,Soficopharm -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Soficopharm-Egypt-27731
Backend Team Lead,Confidential -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1rRmdOXnXSSM-Backend-Team-Lead-Alexandria-Egypt
Talent Acquisition Section Head,Al monairy -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078
Senior BIM Electrical Low Current Engineer,CSI -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CSI-Egypt-32709
PCS Director,The WaterWay Developments  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Equity-Developments-Egypt-30197
Structural Technical office engineer,Confidential -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bzySci3NorJ5-Structural-Technical-office-engineer-Cairo-Egypt
Senior BIM Architectural Interior Design Engineer,CSI -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CSI-Egypt-32709
Accounting Manager,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IZ8yNCYL0HxS-Accounting-Manager-Cairo-Egypt
Sales Development Representative (SDR),Smicolon GmbH -,Full TimeRemote,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Smicolon GmbH-Germany-119922
Forensic Delay Analyst,GMC -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GMC-Egypt-45875
Product Manager/ Product Owner,Confidential -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/q0fopLKba1Lr-Product-Manager-Product-Owner-Alexandria-Egypt
Junior Web Developer,Saikoro -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Saikoro-Egypt-102499
Structural Engineer,Qubix -,Full TimeHybrid,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Qubix-Egypt-42368
Senior Front End Developer,Al Ateeq Software -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ateeq-Software-Egypt-111883
Senior Accountant,Roots Group  -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-77480
Senior UI/UX Designer,SURE International Technology -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SURE-International-Egypt-21250
Retail Sales Advisor,BTC-Egypt Gold -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/New-Egypt-Gold-Egypt-35115
Jr. Accountant,Ra Sport -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ra-Sport-Egypt-5244
Financial Manager,Confidential -,Full TimeOn-site,"Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/APBgxSYiWlhq-Financial-Manager-Sharqia-Egypt
Technical Project Manager,Confidential -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/V5tWq50zm2HP-Technical-Project-Manager-Alexandria-Egypt
Chief Financial Officer ( Horizon Transport),Horizon Trade -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-39683
Auto Parts Sales Representative,DME Motors -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/DME Motors-Egypt-125300
Human Resource Recruiter,Confidential -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5wjB0aNrjGub-Human-Resource-Recruiter-Cairo-Egypt
Junior Accountant,Roots Group  -,Full TimeOn-site,"Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-77480
Cashier Accountant - Real Estate,Seldar Egypt -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Seldar-Egypt-Egypt-30370
IT technical Support,alfanar -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alfanar-Egypt-58564
Accountant – Treasury,Premium Card -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Premium-Card-Egypt-766
Technical Office Engineer,Lightstar -,Full TimeOn-site,"New Nozha, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lightstar-Egypt-125333
Sr. Tehnical Office Engineer (Architect),Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2kJyeZ27otKh-Sr-Tehnical-Office-Engineer-Architect-Cairo-Egypt
Local Purchasing Manager,El Abd Group -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Abd-Group-Egypt-14655
Retail Sales Associate - Cairo,PROMODUCK FOR TRADING AND PROJECT MANAGEMENT   -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/PROMODUCK FOR TRADING AND PROJECT MANAGEMENT-Egypt-113478
Senior Mechanical Maintenance Engineer,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zAoLNVQ6PJCv-Senior-Mechanical-Maintenance-Engineer-Giza-Egypt
Warehouse Coordinator,Unitech -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Unitech-Egypt-9234
Retail Sales Associate - 6th of October,PROMODUCK FOR TRADING AND PROJECT MANAGEMENT   -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/PROMODUCK FOR TRADING AND PROJECT MANAGEMENT-Egypt-113478
Culture Development & Engagement Specialist,Elabd Foods -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elabd-Foods-Egypt-7864
Culture Development & Engagement Specialist,Elabd Foods -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elabd-Foods-Egypt-7864
Sales Manager Soilmec Heavy Equipment,EL didi Group -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EGY-PT-Egypt-68308
ICT Engineer,Tline -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tline-Egypt-5374
Office Manager,Amer Vision Group -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Amer-vision-Egypt-64043
Accountant,IKK GROUP (KCG -ABUILD) -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/KCG-Egypt-61648
"Area Sales Manager / Cairo, Giza",Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6a9kGn55yobF-Area-Sales-Manager-Cairo-Giza-Cairo-Egypt
Warehouse Operation Officer,LAZARO SCENT  -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OurShock-Egypt-46681
Senior Graphic Designer,AL MORSHEDY MALL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-105921
Security Engineer,"Telecom Systems Provider, LLC -",Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Telecom-Systems-Provider--LLC-Egypt-12912
System Engineer,"Telecom Systems Provider, LLC -",Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Telecom-Systems-Provider--LLC-Egypt-12912
Math Teacher for Primary Stage (New Academic Year 2025/2026),Confidential -,Full TimeOn-site,"Madinaty, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1KQoLyMINap7-Math-Teacher-for-Primary-Stage-New-Academic-Year-20252026-Cairo-Egypt
Tourism Manager,African Queen Travel  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/African-Queen-Travel-Egypt-84449
Sales Account Manager,Tline -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tline-Egypt-5374
Tour Operator,African Queen Travel  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/African-Queen-Travel-Egypt-84449
Salesforce Developer,Confidential -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cy6fmjutmg29-Salesforce-Developer-Cairo-Egypt
Tour Operator,African Queen Travel  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/African-Queen-Travel-Egypt-84449
Salesforce Developer,Confidential -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cy6fmjutmg29-Salesforce-Developer-Cairo-Egypt
Media Buyer,Bubblzz -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Bubblzz-Egypt-94532
Tour Coordinator Russian-speaking,Emeco Travel  -,Full TimePart TimeFreelance / ProjectHybrid,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Emeco Travel-Egypt-89012
Marketing Manager Pharmaceutical,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sgGz8QLXoiTR-Marketing-Manager-Pharmaceutical-Cairo-Egypt
Human Resource Recruiter,Anvil For Security -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Anvil For Security-Egypt-125532
KG Teaching Assistant - Immediate Hire,Egypt Education Platform -,Full TimeOn-site,"Rehab City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339
Secretary,Chemists Trading Agent -,Full TimeOn-site,"Sidi Gaber, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Chemists Trading Agent-Egypt-125422
Senior Media Buyer,engineering tracks -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/engineering-tracks-Egypt-50528
Receptionist,Arma-HSA -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arma-Egypt-73932
Quality Software Engineer,Nacita -,Full TimeHybrid,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nacita-Egypt-22041
Full-stack Software Engineer,Nacita -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nacita-Egypt-22041
Vice President,FinBi Finance & Banking Consultants International -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FinBi-Finance--amp--Banking-Consultants-International-Egypt-26845
Graphic Designer,ENAYA CARE INTERNATIONAL COMPANY FOR BEAUTY & COMFORT -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ENAYA CARE INTERNATIONAL COMPANY FOR BEAUTY AND COMFORT-Saudi Arabia-112243
Digital Marketing Specialist,ENAYA CARE INTERNATIONAL COMPANY FOR BEAUTY & COMFORT -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ENAYA CARE INTERNATIONAL COMPANY FOR BEAUTY AND COMFORT-Saudi Arabia-112243
Environmental Engineer,Confidential -,Full TimeRemote,"Jeddah, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/EVA07AL4i3fI-Environmental-Engineer-Jeddah-Saudi-Arabia
Architect,Design Art -,Full TimeOn-site,"Matareya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Design Art-Egypt-125477
Functional Executive Officer for DMS System,IKK GROUP (KCG -ABUILD) -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/KCG-Egypt-61648
Process Analyst,Egyptian Company for Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-For-Cosmetics-Egypt-11636
Electrical Engineer (Automation & Maintenance),Sphinx Glass -,Full TimeOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SphinxGlass-10524
PR & Marketing specialist,Nano Shield -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NanoShield-4855
Sales business development,Nano Shield -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/NanoShield-4855
Sales Analyst,Orchidia Pharmaceutical Industries -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Orchidia-5155
R&D Engineer,Kama Manufacturing -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Kama-Manufacturing-Egypt-18439
Purchasing Specialist,Jade Textile Egypt -,Full TimeOn-site,"Ismailia, Ismailia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/JADE-TEXTILE-EGYPT-Egypt-17832
Marketing Specialist,Fine Hygienic Holding -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071
Project Manager,Confidential -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hKos37sr5kjc-Project-Manager-Cairo-Egypt
Senior Contracts Engineer,Hyundai Rotem -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hyundai-Rotem-Egypt-28521
Senior Property Consultant,Core investments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-115805
Real Estate Sales Team Leader,Core investments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-115805
Sales Executive (Freight Forwarding),Directions-Ltd -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Directions-Ltd-Egypt-6961
VOIS is Hiring in Cairo.,VOIS Egypt -,Full TimeShift BasedHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
VOIS is hiring in Alexandria.,VOIS Egypt -,Full TimeShift BasedHybrid,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Foreign Supply Chain,al-massagroup -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/al-massagroup-Saudi-Arabia-87238
Sales Account Manager,al-massagroup -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/al-massagroup-Saudi-Arabia-87238
IT Agent,al-massagroup -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/al-massagroup-Saudi-Arabia-87238
Architect Site Engineer,DEBO Architecture & Contracting -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-119248
Customer Service Agent,Ship To Box -,Full TimeShift BasedOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ship-To-Box-Egypt-32535
Lighting / Metal Designer,Pro Light Egypt -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Pro-Light-Egypt-Egypt-97520
junior Architect,AZURE -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AZURE-Egypt-19273
Call Center e& (Arabic account),Etisalat Egypt -,Full TimeOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Egypt-Egypt-109452
Junior Full Stack Developer,Yodawy Med -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Yodawy-Egypt-31478
HR Internship Opportunity – Join Our Team!,Sutherland -,InternshipOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sutherland-Global-Services-Egypt-1009
Area Sales Manager,Junior-Tex -,Full TimeOn-site,"Minya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
Call Center Agent - Order Taker,Universal Payment Services -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Universal-Payment-Services-Egypt-17465
Data Analyst,Junior-Tex -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
Talent Acquisition Manager,Confidential -,Full TimeHybrid,"Garden City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/j4d2v9zwdrKz-Talent-Acquisition-Manager-Cairo-Egypt
Architectural Project Manager,Confidential -,Full TimeHybrid,"Garden City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/V86ZOphP59oU-Architectural-Project-Manager-Cairo-Egypt
Backoffice (Complaints English account)b1+ English speaker,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Store Manager,Junior-Tex -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
Call Center Agent,IQRA Network -,Full TimeOn-site,"Abbassia, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Customer Service Agents,IQRA Network -,Full TimeOn-site,"Abbassia, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Full Stack Team Lead,Confidential -,Freelance / ProjectRemote,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HevJj8FzK8LH-Full-Stack-Team-Lead-Dubai-United-Arab-Emirates
Area Supervisor,Junior-Tex -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
BI Developer,HYVE Technology Consulting  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HYVE-Technology-Consulting-Egypt-20786
Data Scientist,HYVE Technology Consulting  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HYVE-Technology-Consulting-Egypt-20786
Data Engineer,HYVE Technology Consulting  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HYVE-Technology-Consulting-Egypt-20786
Receptionist,Junior-Tex -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
sales,Junior-Tex -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Junior-Tex-Egypt-122500
Receptionist - Bars and NightClubs,Blue Nile Boat Maadi  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Blue Nile Boat Maadi-Egypt-108796
Product Manager,CookDocs -,Part TimeRemote,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CookDocs-Egypt-125511
RAMS Manager - Safety Assurance,COLAS RAIL Egypt -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734
Software Testing Instructor,Amit Learning -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Amit Learning-Egypt-125503
Retail Marketing Manager,Samena Group -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samena-Group-Egypt-75555
Marketing Manager,Viganium -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Viganium-Egypt-125507
Executive Assistant & Office Manager,AR Corporates - Al Yossr Group -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AR Corporates - مجموعة شركات احمد رمضان وشركاه-Egypt-106453
HR Manager,Samena Group -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Samena-Group-Egypt-75555
HK Training and Quality Lead,Dorra Group -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dorra-Group-Egypt-20151
Senior Landscape Architect,EHAF Consulting Engineers -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EHAF-Consulting-Engineers-Egypt-28238
Senior Accountant / real-estate,Winvestor Develpments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Winvestor-Develpments-Egypt-119159
Technical Office Coordinator (Architecture),Mobco Civil Construction -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mobco-Civil-Construction-Egypt-44132
Marketing Executive,Bouri Group -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Bouri-Group-Egypt-56717
Sales Representative - Memberships,Wadi Degla Clubs  -,Full TimeOn-site,"Tanta, Gharbia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Wadi-Degla-Clubs--Egypt-14583
